badminton.live,badminton.total,futsal.live,futsal.total,ice-hockey.live,ice-hockey.total,beach-volley.live,beach-volley.total,minifootball.live,minifootball.total,darts.live,darts.total,table-tennis.live,table-tennis.total,american-football.live,american-football.total,aussie-rules.live,aussie-rules.total,floorball.live,floorball.total,football.live,football.total,tennis.live,tennis.total,baseball.live,baseball.total,basketball.live,basketball.total,bandy.live,bandy.total,handball.live,handball.total,cricket.live,cricket.total,waterpolo.live,waterpolo.total,rugby.live,rugby.total,volleyball.live,volleyball.total,esports.live,esports.total
0,70,0,348,3,242,1,29,2,127,0,16,8,617,52,237,0,4,0,44,166,5613,12,224,2,17,23,615,0,2,3,489,0,20,0,22,2,103,8,334,7,82
